"","P2S1","P2WF","P3S1","P3WF","P4B2","P4S1","P4S2","P4S3","P5S1","P5S2"
"131",1.28737861459496,10.0175868980065,243.259024813385,22.8330520301323,0,0,0.412508334387139,0,14.0298002156449,14.3805249415504
"132",0,3.11471189265749,50.6287365815766,0,0,0,0,0,2.4149656108897,1.44339841420766
"133",0,4.54579573522985,47.0123982543212,0,0,0,0,0,0,1.55031681526008
"134",0,2.8341072176433,202.997124769941,0,0,0,0,0,3.21995414785293,3.26101123209879
"135",5.14951445837983,20.1474156660187,3913.36024853406,0,0,0,0,0,44.8493613450944,42.7139012204415
"136",0,2.86216768514472,69.4336958833051,0,0,0,0,0,3.10495578542962,3.52830723472983
"137",0,8.44620071792706,64.6119114469645,31.05295076098,0,0,0,0,3.10495578542962,3.314470432625
"138",2.64251399837912,19.4178435109818,409.610587867137,53.8860027911123,0,0,0,0,21.274697048314,12.6163713241855
"139",1.89718953729783,6.70645173283909,298.227367387668,0,0,0,3.00214398915085,0,13.9148018532216,11.1195137094516
"140",0,8.69874492543983,69.1926066614881,0,0,0,1.19169074378507,0,16.3297674641113,13.2578817305
"141",0,2.21677693261209,242.535757147934,0,0,0,0,0,0,5.07862404998991
"142",0,3.42337703517309,228.793671504363,0,0,0,0,0,9.77486080598212,9.03460488892942
"143",6.91119045729924,18.8005132259506,1016.43215918061,0,0,0,0,0,19.8947166992342,15.2358721499697
"144",0,25.3666626212826,3482.77489836884,0,0,0,0,0,0,18.9245569862782
"145",1.21962184540575,21.1575924960698,123.43768157032,0,0,0,0,0,5.28992467147268,4.00944003946572
"146",2.57475722918991,11.4486707405789,329.327877002065,0,0,0,1.05418796565602,0,28.4045955185598,27.7453250731028
"147",0,3.33919563266884,92.5782611777401,0,0,0,0,0,0,2.94025602894153
"148",1955.18933172379,19247.1236267032,4205.80147459812,13981.1344190906,120.456575554958,54.0298273257337,3.62090649073156,3.69373717325167,428.94389183898,273.176514688931
"149",27.7125185983862,279.229712106619,199.621875664502,242.030351519403,0,14.4519701061365,0,0,38.0644579621186,19.1918529889092
"150",6.16586599621795,92.2347566771636,136.215410326623,54.7993248723176,0,0,0,0,8.85487390659557,12.7232897252379
"151",2.57475722918991,15.6858013332931,59.7901270106238,0,0,0,0,0,0,15.2893313504959
"152",5.82708215027191,43.016696679675,112.829755810371,35.6195611670064,0,0,0,0,0,4.75786884683265
"153",3.65886553621725,87.0155097218997,231.927831387984,69.4124781716023,0,0,0,0,3.90994432239285,4.65095044578024
"154",0,0,0,0,0,0,0,0,0,0
"155",0,0,0,0,0,0,0,0,0,2.67296002631048
"156",0,0,0,0,0,0.586882034766965,0,0,0,0
"157",7.79202845675895,12.7394522456441,0,21.919729948927,0,0,2.97922685946267,0.650945485450089,14.7197903901848,23.6824258331109
"158",18.0233006043294,82.0207465066472,55.4505210179173,36.5328832482117,0,0,0,0,0,10.210707300506
"159",413.31629205417,127.310341053937,127.054019897576,0,0,262.959831702773,125.104610967744,8.82560972133493,501.277861803248,650.010419198183
"160",4.40418999729854,24.0478206487159,0,0,0,3.55797233577473,0,0,0,0
"161",8.80837999459708,18.6882713559449,0,16.4397974616953,0,0,0,0,0,0
"162",0,1.45914431007378,54.4861641306491,50.2327144662911,0,2.3842082662408,0,0,8.50987881932561,9.14152328998184
"163",0,1.45914431007378,2384.61349299226,0,0,0,0,0,11.3848378799086,13.5786369336572
"164",3.04905461351437,3.84428404769438,74.0143910978287,21.919729948927,0,5.57537933028617,0,0,19.8947166992342,19.5126081920665
"165",4.9462441508122,7.29572155036889,245.187738587921,16.4397974616953,0,0,0.595845371892535,0,8.96987226901889,9.35536009208668
"166",2.16821661405466,2.07647459510499,17.5995131926433,0,0,0,0,0,15.7547756519947,12.8836673268165
"167",2.91354107513596,1.01017683005108,66.7817144433178,0,0,0,0,0,74.1739437630408,95.7454281424414
"168",6.43689307297479,1.76780945258938,916.621221348354,0,0,20.6875917255355,0.481259723451663,0,341.430138034834,326.475337613562
"169",0,2.10453506260641,0,0,0,0,0,0,56.1192008625797,27.6918658725766
"170",0,1.88005132259506,0,0,0,0,0,0,9.42986571871216,7.2169920710383
"171",0,4.85446087774545,0,0,0,0,1.42086204066681,0,31.2795545791428,21.8113538146935
"172",0,2.52544207512769,0,0,0,0,0,0,0,25.6604162525806
"173",0,0,0,0,0,0,0,0,34.1545136397258,19.0314753873306
"174",0,4.46161433272559,123.678770792137,0,0,0,0,0,0,0
"175",786.52057674833,72.3960061536605,387.671468681787,59.365935278344,0,221.1811668528,682.059613779447,188.774190780526,22.4246806725472,16.0912193583891
"176",2545.3507913618,78.12034152395,887.208336286676,83.1123093896817,47.1395424736304,417.016365829102,10748.1338237538,1809.4013755447,16.4447658265346,20.4748738015383
"177",304.363407197924,13.3848429981768,63.1653761160623,0,0,24.9058063504231,121.964964200464,22.2381143750275,32.6595349282226,38.0629507746612
"178",52.9180367367717,52.4450137601518,187.808503795468,46.5794261414699,0,67.6381545068927,6.11887362674257,1.63493284717697,33.4645234651859,38.8648387825544
"179",2.64251399837912,18.6040899534407,64.1297330033304,15.52647538049,0,4.3649351335793,0.939602317215151,0,29.899574230063,31.7547651125685
"180",31.1003570578466,40.6315569420544,0,0,0,0,3.87299491730148,0.590392417036127,54.04923033896,27.4780290704717
"181",4.0654061513525,4.29325152771708,54.2450749088321,33.7929170045958,0,11.9944015855498,0,0,23.8046610216271,16.1446785589153
"182",31.9134382881171,40.4631941370459,610.920088084358,0,0,297.65923200837,19.2045546786902,0,105.798493429454,40.8962884025503
"183",2.37148692162229,4.29325152771708,0,32.8795949233905,0,132.158498204086,1.19169074378507,0,19.089728162271,12.1886977199758
"184",0,2.74992581513904,0,0,0,27.6568158883932,0,0,0,5.5597568547258
"185",0,9.4002566129753,66.7817144433178,0,0,0,0,0,0,4.86478724788507
"186",7.92754199513737,57.55201884541,80.2827108650715,131.518379693562,0,0,2.61255278445188,0,0,14.1666881394455
"187",0,3.03053049015323,25.0732790689713,0,0,0,0.458342593763488,0,0,1.81761281789113
"188",24.5957072156826,156.409045852908,239.642686486129,287.696455579667,4.31276665184278,22.8517192287387,1.62711620786038,0.650945485450089,65.7790633061385,58.8051205788306
"189",5.82708215027191,6.62227033033484,62.2010192287942,78.5456989836552,0,22.0447564309341,0.366674075010791,0,19.5497216119642,20.5283330020645
"190",1.49064892216258,3.76010264519012,33.7524910543844,37.446205329417,0,9.64687344648199,0.297922685946267,0,9.88985916840544,8.66039048524596
"191",0,0.897934960045402,0,0,0,0,0,0,0,0
"192",9.0116503021647,22.6728577411464,0,0,0,33.5989964904088,2.97922685946267,0,116.493341134822,130.814663687635
"193",0,0,0,0,0,0,0,0,0,0
"194",0,54.3531255502482,143.930265424768,147.044855074052,0,0,4.33133751106496,0.650945485450089,278.411035426856,0
"195",9.55370445567837,0,205.408016988111,0,0,0,7.42515001896851,2.13449566159215,573.381835042669,249.601007256873
"196",248.667342924394,39.4530173069948,2078.43018128463,484.974025120011,0,721.388061110119,3.13964676727989,1.9074216550398,173.762525621635,163.371316808097
"197",0,3.50755843767735,0,0,0,0,0,0,0,0
"198",0,2.27289786761492,28.4485281744097,0,0,0,0,0,0,2.94025602894153
"199",0,1.37496290756952,0,0,0,2.4942486477596,0,0,17.3647527259212,13.9528513373407
"200",1.35513538378417,2.58156301013053,9.1613904290472,0,0,0,0,0,0,1.33648001315524
"201",0,1.82393038759222,0,0,0,0,0,0,0,0
"202",3.59110876702804,16.1908897483187,44.6015060361508,0,0,2.53092877493254,4.58342593763488,0,27.2546118943266,23.7893442341633
"203",0,2.97440955515039,0,0,0,0,0,0,0,5.45283845367338
"204",0,1.59944664758087,0,0,0,0,0,0,6.32490993328255,7.91196167787902
"205",0,14.1985965557179,54.7272533524662,0,0,15.5523739213246,0,0,16.7897609138046,24.6446914425826
"206",1.96494630648704,4.01264685270289,18.8049593017285,0,0,8.10630810521871,0,0,15.6397772895714,17.2673217699657
"207",0,1.54332571257803,0,0,0,0,0,0,10.464850980522,4.59749124525403
"208",2.37148692162229,7.04317734285612,19.0460485235455,0,0,0,0,0,0,3.63522563578225
"209",0,1.59944664758087,0,0,0,0,0,0,0,2.99371522946774
"210",0,29.8563374215096,60.754483897892,0,0,7.70282670631642,0,0,11.6148346047552,12.9371265273427
"211",0,4.40549339772275,0,0,0,0,0,0,0,0
"212",0,2.52544207512769,0,0,0,0,0,0,8.85487390659557,3.9025216384133
"213",0,2.21677693261209,0,0,0,0,0,0,10.464850980522,12.509452923133
"214",0,10.5226753130321,0,0,0,0,0,0,0,4.86478724788507
"215",0,2.89022815264614,35.9222940507377,0,0,0,0,0,0,4.70440964630644
"216",0,1.31884197256668,45.0836844797849,0,0,0,0,0,8.73987554417225,4.59749124525403
"217",0,2.91828862014756,0,0,0,0,0,0,0,5.72013445630443
"218",4.33643322810933,1.90811179009648,0,0,0,0,0,0,0,4.65095044578024
"219",0,3.25501423016458,0,0,0,0,0,0,0,5.34592005262096
"220",0,4.68609807273694,0,0,0,0,0,0,0,0
"221",0,2.02035366010215,0,0,0,0,0,0,0,0
"222",0,4.1810096577114,0,0,0,0,0,0,0,0
"223",0,4.09682825520715,0,0,0,0,0,0,0,6.30818566209273
"224",10.2990289167597,17.1730061108683,56.1737886833684,0,0,0,0,0,12.7648182289884,9.88995209734878
"225",9.21492060973232,27.8921046964103,0,0,0,0,0,0,409.624166951863,499.041636912167
"226",0,3.81622358019296,0,0,0,0,0,0,0,6.30818566209273
"227",29.5419513664948,41.6697942396069,27.4841712871416,436.56795481613,0,29.9676639002882,4.07924908449504,1.19592310117575,14.1447985780682,17.9622913768064
"228",7.45324461081291,32.8026865091586,0,30.1396286797747,0,12.0310817127228,4.56050880794671,3.93594944690752,66.3540551182551,72.0095431088043
"229",2.23597338324387,19.9229319260074,6.02723054542579,15.52647538049,0,0,3.09381250790355,1.80145378531536,5.97991484601259,4.59749124525403
"230",43.2965755119041,30.2211234990281,944.828660300947,343.40910253319,0,196.348720756723,4.28550325168861,0.983987361726879,119.713295282675,116.647975548189
"231",9.21492060973232,193.897830434804,67.9871605524029,58.4526131971387,0,0,0,0,10.464850980522,7.27045127156451
"232",6.50464984216399,266.321897055966,31.5826880580311,84.0256314708869,0,0,0,0,114.998362423319,163.371316808097
"233",13.8223809145985,338.465359002114,169.485722937373,143.391566749231,0,0,0,0,0,41.32396200676
"234",2.4392436908115,173.806535703788,0,46.5794261414699,0,0,0,0,0,0
"235",2.4392436908115,247.689746635024,0,56.6259690347282,0,0,0,0,0,0
"236",1.28737861459496,11.0838846630604,16.8762455271922,0,0,0,0,0,0,0
"237",2.23597338324387,19.5862063159903,43.1549707052487,0,0,0,0,0,0,0
"238",3.59110876702804,26.3487789838323,0,0,0,0,0,0,5.28992467147268,2.45912322420564
"239",10.5022992243273,67.9063313534335,342.105605758368,0,0,0,0,0,0,0
"240",1.35513538378417,8.69874492543983,20.4925838544477,0,0,0,0,0,4.94492958420272,5.34592005262096
"241",3.59110876702804,25.0860579462684,17.8406024144603,0,0,0,0,0,15.9847723768414,18.9245569862782
"242",3.59110876702804,6.31360518781923,0,0,0,0,0,0,0,0
"243",3.32008169027121,4.6299771377341,0,0,0,0,0,0,0,0
"244",0,7.40796342037457,0,0,0,0,0,0,0,0
"245",7.79202845675895,16.8082200333499,0,0,0,0,0,0,0,0
"246",0,12.7113917781427,0,0,0,0,0,0,0,6.6824000657762
"247",0,19.8106900560017,0,0,0,0,0,0,0,0
"248",117.557994543276,1511.0842354189,199.139697220868,832.036415978022,0,24.942486477596,0,0,29.6695775052163,26.783059463631
"249",22.766274447574,331.366060724255,954.231139951811,202.757502027575,0,81.5032425782623,0.756265279709755,0,54.6242221510766,78.3177287708971
"250",4406.01943006665,114793.015469034,3522.79570919047,47136.5526110052,207.815174479494,231.818403732951,10.1293713221731,9.49169347388851,171.232561648322,86.0158536466712
"251",2.84578430594675,227.345907696495,9.40247965086423,271.256658117972,0,0,0.458342593763488,0.302765342069809,0,0
"252",0,16.3311920858257,0,17.3531195429006,0,0,0,0,0,0
"253",4.26867645892012,14.5072616982335,19.5282269671796,22.8330520301323,0,0,2.0625416719357,0,209.642014697711,192.93425469909
"254",3.32008169027121,8.92322866545118,59.7901270106238,0,0,9.13335166606089,4.30842038137679,0.257350540759338,1214.72770227752,1242.65911623174
"255",6.77567691892083,9.79310315799516,1080.56189218394,19.1797637053111,73.4173299802074,14.158529088753,33.0694181400357,0.66608375255358,51057.4329421549,52622.9917115786
"256",3.86213584378487,2.41320020512202,3204.7990256138,82.1989873084764,27.0801626976175,81.1364413065329,953.765103362443,47.9277536496508,26932.0414877292,24365.5274974348
"257",6.30137953459637,11.4206102730775,127.777287563027,14.6131532992847,5.61662633728363,0,33.6194292525519,0.499562814415185,7191.30759577984,4534.6232254352
"258",3.11681138270358,4.79833994274262,652.387434236888,11.8731870556688,23.4694743379352,2.82436979231602,16.5461676348619,1.19592310117575,24098.4818376186,25434.2303751542
"259",1.35513538378417,1.65556758258371,9075.56266608034,235.637096950966,17.6522542028914,3.92477360750408,977.690586756897,14.1391414746601,15196.2286057047,16448.8079507089
"260",0,0,0,0,0,0,0,0,0,0
"261",3.45559522864962,33.9531656767168,27.0019928435075,225.590554057707,0,0,2.8646412110218,0,4.25493940966281,2.88679682841532
